image_id,regime,sha256,azimuth
eval_00028.png,novel,5faf2d83c27d51454892b48ab1d9748d0fd09bd0620b832dbbeff34a36302afb,162.13
eval_00029.png,overlap,ac9bdb30c6fcdcca3e14e45de893ca44cac3d825ea53d86ede2908fc45846576,132.57
eval_00030.png,overlap,d1060ac5d31c4458910146ae519b068f724f504aded5256448810ffc48acfc13,141.87
eval_00031.png,overlap,6a29deb652d7516d9468a89fbd0a105f51b2ac86f120f8f36d8f3b05f292cf42,173.28
eval_00032.png,novel,d1930b194e1200ce347d0a3247f6f93b524d08392ce0c877db1b0af93efae1bc,96.2
eval_00033.png,novel,1fb8304aa7975d56ca96c8a19b0a0a519be675e1614d2ca7c172b1bb378f58d1,166.92
eval_00034.png,overlap,98722323dad6a84788f82e9d020ad9cbff1649b444fe2dd080ba02302418086b,96.05
eval_00035.png,overlap,99c171006cddfd9432689226ac9aac294f97657df53e44a8b447fe72a0a8f9e4,155.72
eval_00036.png,novel,1031b3925fa1e477d33bf1ed54d7017bc95697e791f48d10b7c245f915daf509,120.11
eval_00037.png,overlap,d94188cda0b07cfeab443ba1abd7cd3543d532f874cfec183429ffcdcb338edd,69.2
eval_00038.png,overlap,9fdbea5e97125df40be150e8f1599e35a24aff44569c5aacb9d0981cd8d16571,91.02
eval_00039.png,novel,b951ca5ad4a34a55547a38f1a9403758ecc4342ed3720663a15eb2c0941c727c,41.06
eval_00040.png,novel,dc0019705d9dab5ff891681164a1ce74caffb04c607223ac5c7f60493c2a0a32,101.5
eval_00041.png,overlap,e44a293cec26383eca48610608cf2425e3ae4ffd1698c459728bf185b7587b49,144.91
eval_00042.png,novel,b09df47afe80efa0fb6658184ee0cef50842ff129e1dc0316ca31dd6e1337def,230.43
eval_00043.png,overlap,cc4576b631b88155dffe8b6fce453302c7f5f382ab15d980489f16c2944a7921,176.56
eval_00044.png,overlap,54dfe33275f1c2bbde36d52bea35abe22aca5b2f532b9b1295aedaf6c3378f09,158.31
eval_00045.png,novel,c12d1ad895ac43e7f052f4c7bbd4a1fe9d2dd244360b38d31083e3a1076b1bcc,316.45
eval_00046.png,overlap,0c88b740357e54f32331ac7b91fec41a329d7f733b25ddf5ceb84d4d08439f97,96.84
eval_00047.png,intra,2ec767260e0ab40cf4d9bbd92c029d155709fdb45ac882cd71c209a95eeeda87,142.01
eval_00048.png,overlap,f565678bb0d18cb65844e174ba3cea1139bfc1270d6c71a0e9c203f6609e0b08,112.07
eval_00049.png,overlap,af0057898a3c4413dec45206bab2c7f77c33b7478450676658d3216c03a7e0ec,120.33
eval_00050.png,novel,75445351b514ed8d5d5e925bfe5b7f538b4ccef9757fa832f5eb582b59f77c11,267.94
eval_00051.png,overlap,322da6426c7570bdb9e5f768ad20154cc4e4f7f45cadd8483ca2f5023eeae197,315.41
eval_00052.png,overlap,c8c8887cf20985a67c066048fe9a9d2464ca1b183873531cc010f6f9958b3cf1,174.03
eval_00053.png,overlap,c90d3d24adb992d882b660af0b835d7969b424937350ff404e5f358b00150a8f,79.66
eval_00054.png,overlap,92ed63ffc6a892ed95349b7258eca201ba07d492a187b042a36cdb2cbef8a75d,139.66
eval_00055.png,overlap,94ad041e0661d9b033defa01991520a708f53e752beb416456febd2ef29fc5e4,98.99
eval_00056.png,novel,0a66a8c6d6d9bb6e38827b7325a6d2c23c2a4eef274aa35b53c5e0fcbd4c3cc1,189.51
eval_00057.png,overlap,fb07e018c1cd3758b9586875d4b9ecf6d10450b825ddbd38bd72e8f2cb16c270,242.1
eval_00058.png,intra,e735d2790751f059f990c7b0dad2168d10aaf32832ed32a9a73ae12a5cef56da,348.7
eval_00059.png,novel,cc047b114a5ba1e8be73f9555516685829938d61e0ae109e217849c01bb95725,45.58
eval_00060.png,overlap,1aad116de26e2ea72e3c7a627b91dd4144eba56f2497f99d59b27c3ce6173b77,165.34
eval_00061.png,overlap,d28f4f2eab4f3c7317088a8c6dc97e91f0142602f907ade61d3a2a773638b3d6,222.45
eval_00062.png,overlap,99afc48f068613c581b71363e895baf414482ab5e89e658bed944d175957b5c5,104.02
eval_00063.png,novel,6bdebf564408edc850c2b1850743fdade36e166c3e79d82b9e7250fef5a7661f,348.59
eval_00064.png,overlap,2386c0d5e2afc83c2862a5d5bb739017fd55915d9bad935a0737f51221b8b09a,57.94
eval_00065.png,novel,310b10d6c4bf887fdce00d524c087ab77dbeaa273d6c70dcfffcf080553ea45b,256.78
eval_00066.png,novel,088211ac23fd96b362d11c6419e0ae3c6d6778484e1fbc2124f640338311ccbe,10.37
eval_00067.png,novel,f95fb41deb8c9a5633d3f317985c9a5bfb0f51f3d5d0e1dbbf9bbee9a7a2082f,163.47
eval_00068.png,intra,a46638b1a215fc83c1d7b06b03d8ea326b60884ffb440c8a3be35c236b4844d2,290.24
eval_00069.png,overlap,982cc033590aacdadfa299ca81bd07c3484789f45e0e07d35ccbc950a53c6cfb,134.5
eval_00070.png,novel,e76b786f58c7acdb2dcf20bbd9057ed4141ce6b11810665d7ba53c3ec9a67c16,113.0
eval_00071.png,novel,fe9f98db6e4ad1ad5201205e2b6f0230a39e05e73fac0a2721d0b7cc87a397ff,63.42
eval_00072.png,novel,a294023979c3c2a43ea9b10ec58d21266e25b9d3647f8833e425071ae6576a1f,100.16
eval_00073.png,novel,7cb5bebc3f66d91e3d5e47933a55245662e294ab64f11d19557f62de2c4ace15,359.69
eval_00074.png,overlap,f26d3e2f4b87c08ac15f91c694014f5aa367abe27299950836aabf099ef1b7db,179.84
eval_00075.png,overlap,bfb612e26135477b385109d2397a2ad1b483579344533ae7812d5f46639ac8e3,103.64
eval_00076.png,overlap,476cc7f507c7f931c21294bdebbefce8568259659194138a36fadf056ccc4fad,124.68
eval_00077.png,novel,013b294a466d4657da732f36852eaff08d2335cfc9957a80c7a04a0d5caaa5c8,183.96
eval_00078.png,overlap,9cf054326d24e3c504c20a55a92a813d2d9937476e9abb2ca1c7e551a1acd6a5,116.05
eval_00079.png,intra,50c9bae0ff42ba6a70c14efe6835c2358b583ab9df3eff9ebbecc1be5fdfa09c,154.85
eval_00080.png,novel,6613e4e36385a88239c9ca2355ffa29e14af083590803fe916f06bf3f9f3d5e1,192.52
eval_00081.png,novel,d6b6d4372353087e3a94bf0f11ad3849c59d30af79035dec10b56fadb1ed673e,170.02
eval_00082.png,novel,6531b0bd11b4e61bc40c138e5621b42c994951219b39a86939da9190e06b6611,124.52
eval_00083.png,overlap,4f4bcecf86d05cdd73f4bc5bf12453243176746e17b0950be2762f389908ef84,209.21
eval_00084.png,overlap,c3fb9db72a60da0e5bfa302d29c2be33af0015691309e2aed93d4ca6760e4383,98.66
eval_00085.png,overlap,f064c0d3469f02326d2f5614a09c1631358b8cbd3799cf88f687c8848953282f,23.99
eval_00086.png,novel,b69279f3be2ecba9df4aa02d20a9846351b3768a317a39dc78fa66095302c5bd,59.54
eval_00087.png,novel,4438b193a6099578832e5d54ff458e1b8bab25d490e734ac3e103e56c15035f6,35.91
eval_00088.png,novel,b74bceba7682aefa35ecb59cf26f9c0fc15d9c492b74be82a49d68ab4c3c3c43,177.16
eval_00089.png,novel,338b6cc81736cd6ed9616c5c59b6d118f7a23b7abb3808f091be0c4fc64cfe92,150.38
eval_00090.png,overlap,d3a3e1c827738a5ef63817518d9901aefdd8610ca392b95d36dc7180add289d8,154.56
eval_00091.png,novel,de1785d9443823bc545e9d03112b8b9edc7298634ab6b69eeca8cbe288fdcb7c,66.65
eval_00092.png,novel,01f3811c9d6513c52800b847938b95a9062bee182d6bc15be9ee2153be58bbc5,54.74
eval_00093.png,overlap,8275fa394f34f657a37528e1906f3362b55c305449ed415d0821fe5b706d9b67,168.01
eval_00094.png,novel,2b02aaa482cb46fdaa5d180a0a5ee82519ed8d8b019190c74801309d156d569c,160.68
eval_00095.png,novel,6395a892a0e8584713d67af24543de776ff389f01af6297b5bc1b3c7d1136a4e,339.28
eval_00096.png,novel,f4af736f25f6bbe10ebd1b5168decca2a0048b6ca2050622bb5ac2f227f9bf05,77.92
eval_00097.png,overlap,e4be11113fc8910d6c26e2c158aacbcd499479cab3492b22df6c9f39cfb51395,171.06
eval_00098.png,novel,4e349cca79a14a618f90c10a7a473f1c0d4178ca9a4f6e27784e9a5d4a677371,353.36
eval_00099.png,novel,4509193dff92aeaec831fabe1d33f03bb25a459aab926891368fb73ab669ef1a,352.53
eval_00100.png,novel,b2b6e3f9ee96d73aab5a48107cea64fd1fe92da146e2edcaa49aabb54093d0bd,217.94
eval_00101.png,overlap,054e4fae0b6f23339e64cb11b90dc1a15038b8a5133adbe49231b3c986763e78,132.05
eval_00102.png,overlap,24e27d890dfa043504fe0e924fcf91b43a3b5a7b3fad6ab1552e5a0d794cf8aa,153.16
eval_00103.png,novel,1e4f29fa5ee0e71795e090de692ac83fb9b579c664f88356af63243b376f9234,95.73
eval_00104.png,overlap,f9d1d2aeea8853ac2b1da54875bc7e3fdb0ff32727a4ea786d63c4bfd8740846,184.14
eval_00105.png,overlap,8db23b950e2bd87ca6071e355eff20a25a8ea2b59e0c0ecb276c04176e64abdb,106.58
eval_00106.png,overlap,dd415d390e982007fb662fd48f1bcd00d16207898cdcbce9deec0fc4bddbd785,136.94
eval_00107.png,novel,93f291680b63d444414203551a6eface8dc57d63f2cdea61e5ce524b18cb6679,146.33
eval_00108.png,novel,f5a95f7d7c2faf7328628cd33fc607942cf2c434423f4f04f0fc1f8bf18e18bb,112.04
eval_00109.png,novel,989f592950d511e8288a4b680be108a2d74c00e74b1d427b4b20727885138581,154.91
eval_00110.png,overlap,cc7d4a424ef25afdea2b444aa698f255730b9b8ef9c825f5f5d9e7ae5199dea3,128.56
eval_00111.png,intra,e01d013bf1acbfd34d07fae903a31747891cc769fd5607f40f15ad4ade538304,97.9
eval_00112.png,novel,033c4a14105849eaaa5123be256ade65860d6b661f081885ff433be3095480ef,90.26
eval_00113.png,novel,b5307f0fb39e0feb41603a57f9354db921312712e0cd7c6cbdd2148c9be888ec,231.98
eval_00114.png,novel,0843f9b3e6a806194c1fbe1df87d62925d3c4b4cf6d0c26018a8bcafd6e7e85d,139.4
eval_00115.png,novel,24663fb80bb2e364710ace4baf014cb6aa7da3870e446ac1177e64f6d4272b13,101.16
eval_00116.png,intra,e5c70fa2fb638a42a5a5d05f92b885eb360787b7be0eb9faba9e5569088f64b2,169.79
eval_00117.png,overlap,3297754b97d73bdbe603ffb2871e8426c5213440d66471a71c1ef24d5b9b891a,245.21
eval_00118.png,intra,c5b3808bee72f6c0adec27ea1e7cb7fac00a01443db975c8f10a55a72703ea42,161.98
eval_00119.png,overlap,85f0c724e8aad715374f7959b2374084418058cc6369715e84ee99bf512440fe,162.83
eval_00120.png,novel,019ecfa808eac3b7a6e709585758d868c4c2318181fcf0b2d1cb5c0de0ef3fd0,98.31
eval_00121.png,novel,b4c39c7c39789d2e34a9b73caa562ffd7a91be8b1c9434ac076705b8a0572f33,68.17
eval_00122.png,novel,7ca1ddc3a51e47c2fb0a4c8ce7fea8d40ada6d8527b08eea9ef7ec242e56f2c2,113.5
eval_00123.png,overlap,b0e07aebee16b1cbc98636edf8020fd761073b4515ff35960ac6a01de0c5a416,140.06
eval_00124.png,overlap,b0a658ad466561a25adbde470515c0e4aa556b9a49bfd786aaa175ed8741e3c7,117.72
eval_00125.png,overlap,993795edc7f7a43707d2de557418877cca6625f18f03624d03175d0fd6c31858,119.99
eval_00126.png,novel,b0c450b43e65cc7470f8e66eaf11e289b8fa262dea542dcff943fbc553d83536,149.94
eval_00127.png,overlap,310567dd407741f9f9fd38ac38f6174d7ffa1f4f6797fb61904443fa6e5ed0ed,142.91
eval_00128.png,intra,0a1312e18c6fc291708c04fb1f7903dbe65ce6f4ebc32eb524daabf76fad1f95,117.9
eval_00129.png,novel,e0cab799d46d5c72d501cb23e3197c5e3c4103e7d3e1cf7d12359eefcbfc0d9a,300.4
eval_00130.png,overlap,14d53bb9ef4e6bb988f5f5674a260db96672410979dde2996e53aa0471c6ab56,179.12
eval_00131.png,novel,6d2449e04cf24db89e127a9e26e93a9ea7d8bdd8e08c7c142365df11f774f838,212.06
eval_00132.png,overlap,d557b48c4bdc4d2e4a8f2278a90ab36dcb136c96171518de571dbb9f9dc718dc,82.48
eval_00133.png,overlap,62a63fe96a0324fbf39301dd2fe2aa03c1e812770188e7a948492b52dc02d46b,174.17
eval_00134.png,overlap,3d14f2ceff864405690f1b037529e57dfdb99d69e8f7a3580ae327da198ceff9,119.88
eval_00135.png,novel,9cceb5e11ff813e2f8629df8b3bf4c57562f627d7470244c3c3232a0d33c442c,129.68
eval_00136.png,novel,f186962d1affc4c9378fb831db636a429e88e346f1be751cb74eede9bdffd41d,338.77
eval_00137.png,novel,d337c2ee53537bc22f09a25488930a8936aac91df1c82efcd66bbb66458e9987,306.66
eval_00138.png,novel,41c771e3d5c8d93a9687c98de8465027a53d343e254a68660ff013d50e6d3b8c,39.61
eval_00139.png,novel,b68e9e641e13f9e7763e8341e511aeab95789b245dbcab9cfca182e4c88a1712,229.46
eval_00140.png,intra,f0bf909021f6b2fd3f13075efb7faf7d47cd9d539fa5b6f6fa894bc2a43a355e,107.33
eval_00141.png,overlap,171d39eaf8f1c3ee4593df62c106fe1fc3a993f410ca210a50a1325ee87c81db,0.34
eval_00142.png,overlap,275d31847c36f1224c2592177c81055eacf06dfb089875c17b0d144c4adf8435,121.67
eval_00143.png,overlap,502994432080801d9f206f939b47c6a23f474fcbf95e81429677e2cf9affe50f,220.67
eval_00144.png,overlap,33547632a7cc43e744d795e517f810e7094cdc7004c65098285be8b6631fe15a,130.39
eval_00145.png,novel,fd8af557fa5c165b4169b9441e92d0dd3645714bba72b2efdfba123d60ba8c69,313.63
eval_00146.png,overlap,ae6fc7748483b4452864e512a4c8cf43babe505b6af4e2bb1a1538a1fc51c31f,177.34
eval_00147.png,novel,8f676e7d0e80322e110f2f43e2e07fb3694ea818c9cd152e2447006828fb885c,149.69
eval_00148.png,novel,96dc0cbdc21a05d14049de158e7a464d3c184f09a1c696e067b5be1cab7a0e05,286.08
eval_00149.png,overlap,33f46f7869fe5c1c66529f1122e888cfaaffde66378dc69421bcf4c971d13248,96.68
eval_00150.png,overlap,3d02c05928130ea7ec39792accfcd186069dec9bb082d092d122d541c1ecfaff,153.9
eval_00151.png,novel,e781cdd92ce608d47d455cfc83ef68dd9bc9daae0ed86c906c3d6dd102f48291,264.18
eval_00152.png,intra,1e0754cda18ffd9f9d2ed234a0e0483fafc8d31747ce0dcfb2d415c78de24024,135.65
eval_00153.png,overlap,e55dfbd6d2af75616a5e8f59c556784737648c310db9e86fd9bcc04b7aa5bacd,179.6
eval_00154.png,intra,00f1fffe27d756cebc50c7eaa9a7002bfacaf49588d54bb52dc6827f0ae97f38,231.38
eval_00155.png,novel,5da4d2649a42ff62f430403855bc525f5d32d4a1b201d112997bcfe80e57b149,143.34
eval_00156.png,novel,21474c9962beb0d8de11aff42394a2a7aa9a0a5a582f7e9a32fb66715e632480,123.29
eval_00157.png,novel,f422ea8c45a7700be6a1eb15389258b6387da24b3b7171c8ac304ad5dafd7d31,99.65
eval_00158.png,novel,95ab8d672c1ba23ba94732ab384decb0e5173100dd3cda2507e5efba943ab4a3,328.97
eval_00159.png,overlap,e52e640122fc726abdc19019d70df7f13af99ee5d74fd2dd2795a1e99bd06a54,139.74
eval_00160.png,overlap,b83ab4f597633120e0b4ea54da23758b7d88f7056c98bdf7f2fe26111351cfd6,231.35
eval_00161.png,overlap,f4e7e2881f20e27ef34ca5351f78f90cd0989204a59efcc785e1f6af30b6ae6b,177.77
eval_00162.png,novel,dd9a71b2e4a50cd1aeb6bdcf3219b1f83428d840efbfdd4db1bdcf93686c70f4,167.07
eval_00163.png,intra,04dde58bcb8f4f611f8444a704ab6100fa8a09c57f62531bb92b8c42e51c8dc4,145.0
eval_00164.png,novel,c3db46d99bac4f6ea9f6ab23c9bda8269dda0e02e54679d987df86929e2cef4f,230.94
eval_00165.png,overlap,d3f72f130a4b2630a7a9b82cf493d7a3a6756c832bb871e7b5afa3e5d5cfa1c1,50.78
eval_00166.png,novel,a35d4b2d83b3f6b5686af27a2def3cd67f77da3123f14b34d77131822a7123f6,258.14
eval_00167.png,novel,cac03c20db24f7cae6e23112204c95e0abe4669cbb892b40598ef7b5a31afb93,7.93
eval_00168.png,overlap,b0e430d207839a78ad4341be58424e34eaaf04f0917633b571cd883bd489f90c,181.84
eval_00169.png,novel,a521b0b9e704995079693201f0714e1626a61a6d8286e959c84c2c779a00bc88,140.12
eval_00170.png,novel,95204f7eadca36fecc2fc1064e76eedfade80ef4f0f3fba1caede6e593699ee5,304.94
eval_00171.png,novel,2c16115de52144d7fd967971d5ad1df68eb608dd43debd871aba2316047b500a,202.82
eval_00172.png,novel,3e3603ebd412de2cb4042292865a49b37cbda48b48466f2456bbb8dd413e03c0,127.17
eval_00173.png,novel,0fb3b011c196bac39af2b1bdecda4ab68759ee4ed99ed2e89a7e23b2c8b62de8,146.89
eval_00174.png,overlap,e01cf7bee3bc97184b9142725b6f094fc9b93fe237742c7aea2298e1f9f20494,83.64
eval_00175.png,overlap,01b346b4e3e6ff4513e8fb1ebf5df149af0ab31d6c4a8e23d66ca498c94bc1bf,168.85
eval_00176.png,novel,b291ca190eb5797e9a7e7bd334c30e46ddf50c586fd3fcd428ae626eac38762b,288.25
eval_00177.png,overlap,2dff6238ea4152d9eac6c50eb395988be4b891b06348c1d8b23676e40b12d680,113.86
eval_00178.png,novel,285cc5cd789ee12c36a84d117beb7c726af1218e1bb5ce4b53c0fa4d7af1bc22,112.05
eval_00179.png,intra,47c46c2d69678d40f86ef991e6b5853673fa143c6bcef5fdc6077de5774963ae,178.98
eval_00180.png,novel,e45d69c4de5799b4b4c529a0451fd2e752a04916245b23dece5228bd186ab375,270.33
eval_00181.png,overlap,6adf12cdef43ac1a285970fe0234fe1fab09b853fbe7577559ba97f8bf478ca6,333.79
eval_00182.png,novel,ccb129fa64d629b79fd8080e43bac6fe99d7d26d72b3a94af6bc33a4b8d1e75f,127.85
eval_00183.png,novel,7399d27c7ad7826edde7382a563ec44f4619678ea7ab0b7af36296b403000338,353.68
eval_00184.png,overlap,0d75560efc6e1cb28bd58d973b0fe5d96c9ef5771ccd70d9dda77670a910dc0d,342.39
eval_00185.png,novel,d9835556e4f785f1dfee3c84926f88ce89dc94e1f3e96e8acc8f4462504d3ecc,163.23
eval_00186.png,overlap,2f2e591955387d06c44d8d66e58e82982797cbdbe6a0991ccd5810ee03842361,136.21
eval_00187.png,novel,c09b53612db5488068764c5cb60b0ec28a076f869a33b8866127a56fffc6930e,234.48
eval_00188.png,novel,8aa6567f8ca0e2ba64b4f1a0a10aaf0ee2089ab549d6c528d60002c300060ad1,344.36
eval_00189.png,overlap,a76bcd438caa0022b0133830d3a28110ce3c4c2940e7d1ae753f875aa02d4954,16.53
eval_00190.png,novel,89bb83cf76febd59a0c290eda95269a79dbb28bbee785fc0659aae184ea6b004,41.15
eval_00191.png,novel,1bec63ab9c9644f50451f84c2bffb0b19f41ed992c8cbd55cb45634167318edf,146.84
eval_00192.png,overlap,1cd4c3c011379bf0bbf73e1c463d6817428a940995e5fb88767f0b8b41ab3206,93.25
eval_00193.png,novel,770fde195e14c2efa86242b77204f12b5507e1cad02c4d6a8a212b141d42a16d,57.07
eval_00194.png,overlap,f45e23550ae21eccaac645a5fcfa4de025ed1c578deb29bcfb5334d9082edb5d,150.48
eval_00195.png,intra,d03d4da89c2d0678c46f5274ccfa714f0e386aa92f79d9bb1e455eb8cedbb99d,95.58
eval_00196.png,novel,2ef81c01f81f3df119c4b69c0b1d13a3bd88b23548fbe9a289a7e405c8d58dec,121.58
eval_00197.png,overlap,7765efa952e16699d5efcfb6fc61caf19aac450a0bece66849e6246b3761d2fe,270.41
eval_00198.png,novel,3e72ec7f084436882c5ccdc1a43022b9bcdf24240272188859aeadadd1bb51ba,150.26
eval_00199.png,overlap,7aee50dce3df0b2a62b3f810458a7d7a75e53d8e49fa0dc9a6f8d6f506712c7d,147.88
eval_00200.png,novel,a6143b137852017a772f75ac1f6ad321d20b99fa18d6b404a704700f4a543f4c,235.28
eval_00201.png,intra,1aaa690f3cc4e643f17ab1e565b8c8be0df3380463d8c033b3e8903ff66fc70a,68.17
eval_00202.png,novel,d999a50e42717fa35d8aa7e73d8326f98e01cb73ae985fc8f86e650389484374,136.79
eval_00203.png,overlap,e5bc01327fd23eb9100403c93f0cc2269cb37c1a0b5cb3040922db08aaabbeb7,129.18
eval_00204.png,intra,c3efcf16d2abe3bc2abad1e1204d145f42138454a1c673b3c53695e86991f556,175.9
eval_00205.png,intra,7e604dd1d993a7ab1107f4e9be5844cd951527f68470d2dc601434df65c86da9,121.48
eval_00206.png,overlap,6edeb55b89f4521618a825191ba29089663b0a65e40b045958a060faa2d8e853,112.39
eval_00207.png,overlap,bf672d07a7ea9fd9df64dd2713c986cf926f31820251891493c89f92262bf9a4,117.02
eval_00208.png,overlap,c8a5b07767c1de64b52a97b19f970ec84f52a2255230b5951eafca7c3c9dd3e4,172.79
eval_00209.png,novel,4c48b8daa4f5462e5db827ba3ee1499e6dcaa1c75181a9388713c62a61f9b95a,76.65
eval_00210.png,novel,dfecafcfb9aeb7e6ad1116f33a459b9839b33ac6ff346279a5b7a30b9a2f4b1e,100.04
eval_00211.png,novel,35a71ae29a2fc740e18aaa24d8d9848a2c97ca0147014e3cd468cf7eac347bfb,38.83
eval_00212.png,novel,4f540608aa4bf1029f6f5849305e41117a2440925a12bf3879a96d359935d276,97.22
eval_00213.png,novel,a173b7b160c3febba663914415a910a1988cc394e064e5c766aaf6de89abb073,127.25
eval_00214.png,novel,d5da346f12f446f93b4b7e42ec1a6ebc9da38acae71cff6c9a4747fd6812a877,153.54
eval_00215.png,overlap,e7e99f2d66de7d82bece21e21a5bcf2fd8962ca7e1612b5877d144d6a016c604,139.14
eval_00216.png,novel,8801b066b10bcb393a20f3498e8b6c3d307d613134cf5354952eeef197624bda,40.4
eval_00217.png,overlap,10e6592b225ed9119455d4fe780e611f117ebf5b9bf48fa9b74768f17fc235da,87.48
eval_00218.png,overlap,739d9c7489beee29cc42e19ca11c5fa16c7db560bacc191d274c1dd757e0516d,107.3
eval_00219.png,overlap,55a2ba1e36fe80ad330e8c4daee76ad2af01d57ac359675066773ae7db0094f0,96.69
eval_00220.png,novel,4a7293d378d6b4599d5d9c0f678a38c6bac5eba1a19ab77417e3df20122594b3,228.04
eval_00221.png,overlap,6cbc28b32f81efa3f5d6d1fcb950321ee6a65a22bd2a8b4051f265cf78b4039a,132.38
eval_00222.png,novel,e39515d4201aa1a6615ad4938f6e99850328cbba4fd8a5d6ed038db5bccc75b1,140.77
eval_00223.png,overlap,34eab4d158c234585e034c99c0f718208e77ac04088e0a6016ece6d53e47949a,171.66
eval_00224.png,overlap,3cc28d36112fc6ecc417cc3e6260e52f938009320af05040c11a231973cf3fbe,264.95
eval_00225.png,overlap,9d3bcf0848f3a205ad2ceffedefd76adfc5f89e2b22333a425d578cf3db7e854,177.1
eval_00226.png,novel,a16f43374492276a1ba8f4b23ac3b0b7c3a659fc55ce5b6ff437dc27d928c6fd,86.27
eval_00227.png,novel,5a143153510277ea4c9c0159f0a28a3248dbe6ca1a3f2493b3ae7e0715ff7599,109.26
eval_00228.png,novel,f69527bf58a860898c6f57b88eb43ad236d3bc25a704579bc23a57c19bb98546,123.17
eval_00229.png,overlap,314057e4dbb13d2bdd20c1f826dd440905a3a95a80ac7d357276ccd6cf5ab53c,28.76
eval_00230.png,overlap,56bc9af49dfdaf65df552ec8b8c6cebe62811519ecf3f49480d7646f7d93a7d1,136.72
eval_00231.png,novel,bbe8624a12666304819fe232865951eb2ac74f099152514f33f2368942bc38cd,110.86
eval_00232.png,overlap,c3d450613ab9994de658e6ea84f207cab637b1e8c5c335f32591e0204cfcbc0e,104.5
eval_00233.png,overlap,ac72411373037d0d26b63093c7058d599091082246c60c47352b0cf8b1600387,30.13
eval_00234.png,novel,d269df4a4a6013c04d1e2467027c293a681d1301b7d7ae5d3d51492b9638c56a,327.35
eval_00235.png,novel,36ce82ca6d718684fe332df509d2af84f6d3be3a3f1659784092a4a143c5c65b,13.22
eval_00236.png,overlap,78fa232af65360768352d42df18e215619ebf09d484b83ad179ab2dcf8a03cae,172.27
eval_00237.png,novel,49693c404778338507054327238b8243f52783c63bbf4fe7e661a9d35168f786,233.71
eval_00238.png,overlap,28eb8f1ce28de0d473e1240975d442105755e74ccc0b55d81ce55e03a4ff6493,157.32
eval_00239.png,novel,234d48f34b1bb383190bff6322ff7ff5b0b56bff5a441c44311aca157bbce791,146.48
