hash,class0_image_id,class0_azimuth,class1_image_id,class1_azimuth,circular_azimuth_difference,raw_mae,A_mae,A_corr,B_mae,B_corr,C_mae,C_corr,D_mae,D_corr,best_flip_or_rotation,best_similarity
01f399b0c21f2d46142485973535c4db1138ec8fb66835b2acca02437e27dbab,train_03987.png,151.6,train_02341.png,341.67,169.92999999999998,0.0,43.234283447265625,0.2697244448470375,42.169891357421875,0.2966633884663008,43.234283447265625,0.2697244448470375,42.169891357421875,0.2966633884663008,rot180,0.5601709843117143
02186b8627ee9da9d89f0604f6edc485307486c2e020506b8ec40a8ca364affe,train_05964.png,300.11,train_07305.png,179.01,121.10000000000002,0.0,53.044403076171875,0.0677475213893389,52.49603271484375,0.0882756107415273,53.044403076171875,0.06774752138933868,52.49603271484375,0.0882756107415273,vflip,0.6456615730181023
021d1c0cf0364369b75dd403de300c4caf237e0b38c4b5f1d6e672c58db9f1d0,train_05795.png,311.43,train_03001.png,247.04,64.39000000000001,0.0,44.78450012207031,0.11421919183997692,43.78199768066406,0.1392346338293721,44.78450012207031,0.11421919183997672,43.78199768066406,0.13923463382937182,hflip,0.14414883016482155
02c7bb7f599f107c9dc842ad079d5e04d16b9c4a1719316a2898330442a50ee8,train_06892.png,317.11,train_03062.png,270.05,47.06,0.0,68.28140258789062,0.0013720814832285412,68.53294372558594,-0.006315848602007879,68.28140258789062,0.0013720814832285924,68.53294372558594,-0.006315848602007876,hflip,0.3284865523286887
02c98a1a0d92109f35bfce16119b2a7da79643688ec8b165d13782cd366a0681,train_06905.png,313.47,train_00543.png,183.68,129.79000000000002,0.0,102.83236694335938,-0.30739203988002606,101.59136962890625,-0.28938046850792676,102.83236694335938,-0.307392039880026,101.59136962890625,-0.2893804685079273,vflip,0.6276675254768942
033e65bc472fe22cb21e7a494604ecc44ed5a2e34aa7e7b7521273f81c795982,train_02712.png,263.81,train_00681.png,295.6,31.79000000000002,0.0,32.911956787109375,0.5909526297740065,32.450103759765625,0.5991406710960623,32.911956787109375,0.5909526297740069,32.450103759765625,0.5991406710960623,identity,0.5909526297740065
0397890883a7c87b0d7f5c066e1d5ec903c750ac5bbe905b8eface6563f8bf2b,train_06874.png,309.17,train_00758.png,181.18,127.99000000000001,0.0,78.05171203613281,-0.23301078855825685,77.27914428710938,-0.2168223973053292,78.05171203613281,-0.23301078855825685,77.27914428710938,-0.2168223973053292,vflip,0.673143107574751
039ade76c25e6ef7222f4da4b7dad5ccb2794e7c039eef6bf6aaf0ba0d4492b3,train_04316.png,358.64,train_02072.png,303.47,55.16999999999996,0.0,58.380706787109375,0.3391362891777943,59.371124267578125,0.32068620107620593,58.380706787109375,0.33913628917779437,59.371124267578125,0.32068620107620593,identity,0.3391362891777943
03e3fb7b69b247c2431052eba94ab173a59bad37a61cd193ef6836e974df1595,train_06973.png,13.45,train_05926.png,189.64,176.19,0.0,95.55015563964844,-0.2629351431512628,93.76939392089844,-0.2536105189453667,95.55015563964844,-0.2629351431512625,93.76939392089844,-0.2536105189453665,rot180,0.9232088406832542
03f263a78e0b669379c6612c39434787c0ffee424d09ddf5d03221a214e24e1b,train_04950.png,321.76,train_05067.png,110.55,148.79000000000002,0.0,68.185546875,0.09828577086005137,67.74545288085938,0.10604695626589392,68.185546875,0.09828577086005137,67.74545288085938,0.10604695626589396,rot180,0.657611245345862
03fe8bfd825a1d87bf2b28c13c1696dcd41b15804a7d6798fcd0c4e46f5448a6,train_03585.png,306.22,train_03011.png,18.63,72.40999999999997,0.0,27.803421020507812,0.6375470812485983,27.523590087890625,0.6489519250058022,27.803421020507812,0.6375470812485982,27.523590087890625,0.6489519250058023,identity,0.6375470812485983
040ad73cc76f315d934cc0c90225d381889b3e5fb3e01c9797024d82453a665d,train_01555.png,319.4,train_00797.png,173.3,146.09999999999997,0.0,88.7950439453125,-0.20903256153431785,89.70347595214844,-0.22153242075019233,88.7950439453125,-0.20903256153431785,89.70347595214844,-0.22153242075019214,vflip,0.4242129145418244
0450c3c293884788d5f14b52f58e91ee621d1031b3b7a7396312aa2cd0a536cf,train_03937.png,316.66,train_07571.png,338.07,21.409999999999968,0.0,16.922210693359375,0.7247440145438939,17.441207885742188,0.7095881220004404,16.922210693359375,0.7247440145438939,17.441207885742188,0.7095881220004401,identity,0.7247440145438939
048c37320c4402462ab2995a7994770f83beeceebc71469f031e58f67d05807d,train_00081.png,340.18,train_04985.png,44.95,64.76999999999998,0.0,40.281524658203125,0.5033353241091248,41.85227966308594,0.475941724777345,40.281524658203125,0.5033353241091248,41.85227966308594,0.47594172477734464,identity,0.5033353241091248
048e54a8fa3f566db50237fc5475b71133046e22883c96a4ea54dfcf7433f10c,train_01644.png,303.29,train_04797.png,168.98,134.31000000000003,0.0,78.58450317382812,-0.3293139586118103,78.62841796875,-0.33182268824049554,78.58450317382812,-0.3293139586118103,78.62841796875,-0.33182268824049554,rot180,0.4411183527108827
04a6f7bc787d2e72af47c99d8fb3df283dbaca36918a8a6605fb684853bd1977,train_05112.png,253.77,train_07517.png,7.44,113.66999999999999,0.0,47.026153564453125,-0.038116716763871454,46.63487243652344,-0.020900325959387612,47.026153564453125,-0.038116716763871454,46.63487243652344,-0.020900325959387612,hflip,0.37516368079531437
04bbf26ee374871955471eb56d7f43f86f110010da425358dc168647506bc69b,train_04657.png,277.2,train_00226.png,82.79,165.59000000000003,0.0,54.0797119140625,-0.1455690483486729,54.08253479003906,-0.14557989051085868,54.0797119140625,-0.1455690483486729,54.08253479003906,-0.14557989051085868,hflip,0.6222743080484158
04fc52ddeba4af0eb33f240b1cee9ffbf3fa5960ec649e15e06385a985163db4,train_00389.png,313.47,train_03759.png,77.83,124.35999999999996,0.0,30.234161376953125,0.49345677598023024,31.1558837890625,0.4543732950345864,30.234161376953125,0.49345677598023024,31.1558837890625,0.4543732950345864,rot180,0.5264279963909123
050595d37f96d6199d879d9417305d618cb47d9d99ba1339c543f2ea8149bdc3,train_05971.png,349.94,train_00529.png,197.4,152.54,0.0,80.31698608398438,-0.18859779398101023,80.43832397460938,-0.19152989093781592,80.31698608398438,-0.18859779398101023,80.43832397460938,-0.19152989093781544,vflip,0.8039933099785793
0527411f25466f649289a5c39b6396c9c15e887d0eaf863a18b81ec60b3bed2e,train_06250.png,358.13,train_07584.png,245.87,112.25999999999999,0.0,58.70953369140625,0.026391403523909313,59.947265625,-0.013757446804911913,58.70953369140625,0.026391403523909313,59.947265625,-0.013757446804911913,rot180,0.2451293816782741
05397991cb20b32947f51c957b2e55463a8a8ba319f7907b2bb4273579b33846,train_02544.png,294.05,train_00994.png,316.16,22.110000000000014,0.0,35.31573486328125,0.45231218534714923,34.66529846191406,0.4646867609797099,35.31573486328125,0.45231218534714923,34.66529846191406,0.4646867609797099,vflip,0.4548987407903624
05cc7627a9a68f225827e2c7dd485d4a0efea7ab9cf757e13fec8a553e52f72f,train_04008.png,287.97,train_03874.png,297.7,9.729999999999961,0.0,12.37237548828125,0.8502853117975476,12.168807983398438,0.8496178853408395,12.37237548828125,0.8502853117975476,12.168807983398438,0.8496178853408394,identity,0.8502853117975476
05dfa4e6421b0ad2ba87a9978ff48c8225af4e487201061639d729e123f333de,train_07167.png,287.11,train_06310.png,55.31,128.2,0.0,86.49598693847656,-0.031951316386997164,85.23481750488281,-0.013741664721617657,86.49598693847656,-0.03195131638699708,85.23481750488281,-0.013741664721617657,hflip,0.5796931707261923
06b09e5939c28a3a3f1caea93075b316047e10320ccc893098cda64e35ff44a3,train_03727.png,345.52,train_05347.png,61.03,75.50999999999999,0.0,44.387908935546875,0.08497340895223128,43.28450012207031,0.1045925494825245,44.387908935546875,0.08497340895223134,43.28450012207031,0.10459254948252465,identity,0.08497340895223128
06c04f9e965a5235ec6d8a43e5eebcc6216087edf009f017f26684d29cb23c36,train_01417.png,326.82,train_02137.png,74.17,107.35000000000002,0.0,67.02804565429688,0.09613861925454513,66.06443786621094,0.11365938899295996,67.02804565429688,0.09613861925454534,66.06443786621094,0.11365938899296019,hflip,0.5263761154316168
06efbc4d6dd2b3c5484859788e8a2e78bdb8b958a6f04989e952c14d8ae1fe1e,train_02775.png,312.1,train_04390.png,328.24,16.139999999999986,0.0,26.145187377929688,0.5950945593254942,25.758514404296875,0.6032757541383558,26.145187377929688,0.5950945593254943,25.758514404296875,0.6032757541383557,identity,0.5950945593254942
06f08a214d8ad21b6222f8c0dab8d2a5ad434bde8e2939c0342673933de33fc2,train_01016.png,291.71,train_06870.png,110.32,178.61,0.0,75.00628662109375,-0.5898836404672835,74.35212707519531,-0.5805869591935222,75.00628662109375,-0.5898836404672835,74.35212707519531,-0.5805869591935222,rot180,0.9618525843760877
06fc109fb583d1674800bdfcd03f32d056421ce78e9e2cd7cc55acafa50cd35f,train_01547.png,329.34,train_02913.png,136.33,166.99000000000004,0.0,35.662994384765625,0.36735840967426897,35.52601623535156,0.37175050215992794,35.662994384765625,0.36735840967426897,35.52601623535156,0.37175050215992794,rot180,0.5384100924371152
0705d0ccbe6aada548c1450a727c4794172dfae210c37c6f96697ec55409739e,train_03396.png,354.28,train_01255.png,20.03,25.75,0.0,26.592697143554688,0.6399423209965157,26.269546508789062,0.6468324648973878,26.592697143554688,0.6399423209965142,26.269546508789062,0.6468324648973869,identity,0.6399423209965157
071424ab37a86eb494f77e55ed98f18a787752a9d10ba5a2c48a54062633606c,train_02022.png,312.63,train_07755.png,79.8,127.17000000000002,0.0,65.794189453125,-0.14391310752093692,66.73544311523438,-0.1630164744012782,65.794189453125,-0.14391310752093692,66.73544311523438,-0.1630164744012782,vflip,0.292399274163891
075827dd4dcf7ea1726405968e7b829bd66a89806534bf01f2f2e3fa418ee935,train_07181.png,32.9,train_01071.png,271.85,121.04999999999998,0.0,52.74298095703125,-0.17190623082646878,52.14064025878906,-0.1568502493159046,52.74298095703125,-0.17190623082646878,52.14064025878906,-0.1568502493159046,hflip,0.47096579649066894
0781fc9ab17481222195185d61051bf37f1b1a207118ade1bb7d632739d2fe23,train_03780.png,54.68,train_05947.png,283.03,131.65000000000003,0.0,52.83815002441406,-0.10350212079008293,52.83882141113281,-0.10405213737168406,52.83815002441406,-0.10350212079008293,52.83882141113281,-0.10405213737168406,hflip,0.7313426832275146
07a0d258864648ed20162942eeb81f7632ee6a4a55f5e15af5d8421092c20c1b,train_04913.png,340.82,train_05306.png,53.87,73.05000000000001,0.0,3.9148406982421875,-0.02751782018917093,4.0103912353515625,-0.028070758672299835,3.9148406982421875,-0.02751782018917093,4.0103912353515625,-0.028070758672299835,identity,-0.02751782018917093
0852a195c57ac521621817e232e1d4dee2ced9b58470103fbfb65558c5da2ec6,train_05338.png,331.03,train_02150.png,169.47,161.55999999999997,0.0,60.038116455078125,0.13306264279156216,61.32044982910156,0.09847651779970788,60.038116455078125,0.13306264279156216,61.32044982910156,0.09847651779970781,rot180,0.6522596494939719
087314d5a80669cc5b8ad31cf7979f72da4074fd040eefb9547f4936a2da6546,train_02134.png,201.51,train_03541.png,43.78,157.73,0.0,63.3975830078125,-0.23862782286295228,63.2794189453125,-0.23821126106063226,63.3975830078125,-0.23862782286295228,63.2794189453125,-0.23821126106063226,rot180,0.7501621508558906
0873e33faafdc6fbefc39d2d6432ae876c8beb36bb4c2f1156a1159d07acc7d0,train_07694.png,233.82,train_06976.png,68.31,165.51,0.0,24.8382568359375,0.7563339526201388,24.8206787109375,0.7546698880598659,24.8382568359375,0.7563339526201388,24.8206787109375,0.7546698880598659,rot180,0.7920799260081393
0883835bdc1948036f2f7fe415f408b388aa1cd830563a1090e56c1cb47936c7,train_04802.png,108.44,train_06538.png,50.41,58.03,0.0,45.731109619140625,0.42685684407703234,47.20085144042969,0.40703396510657536,45.731109619140625,0.4268568440770326,47.20085144042969,0.40703396510657536,vflip,0.5909084622175731
08a1e54f8f21f484c5dde3261706b29219b1b8a83854098d8e47fd0b174cab75,train_07655.png,329.91,train_07319.png,201.59,128.32000000000002,0.0,41.496002197265625,0.5103609383863729,41.560821533203125,0.5086270374255492,41.496002197265625,0.5103609383863713,41.560821533203125,0.5086270374255483,hflip,0.629737719216751
096da76a4f776be701e935bb874cfd36484f8a560a99120f1c74d551ca012fc2,train_01745.png,305.03,train_04900.png,296.36,8.669999999999959,0.0,17.555465698242188,0.7193830881713397,17.312088012695312,0.7298580891676385,17.555465698242188,0.7193830881713397,17.312088012695312,0.7298580891676385,identity,0.7193830881713397
09a231c18757f0cb2c5077f0891701ea5e557b3528609cac6535411ad30652fd,train_06813.png,308.86,train_06795.png,266.34,42.52000000000004,0.0,39.7252197265625,0.39963670162445974,39.85662841796875,0.39829982109494877,39.7252197265625,0.39963670162445974,39.85662841796875,0.39829982109494877,identity,0.39963670162445974
09d59b6d77d73e0c16ae10034a05d242b171b31d4f5455a7a9dd8a4161f106cf,train_07798.png,333.76,train_03728.png,204.18,129.57999999999998,0.0,80.69398498535156,0.04496821924105342,80.84056091308594,0.0427758329714864,80.69398498535156,0.04496821924105342,80.84056091308594,0.042775832971486474,hflip,0.5720458813191643
09dcf7826ef35de09a508bcb054933d545279e0c71f515f96d4e7bc675ae7a88,train_01804.png,327.32,train_07200.png,103.66,136.34,0.0,65.47000122070312,-0.066593396675203,65.43423461914062,-0.0662197275197732,65.47000122070312,-0.066593396675203,65.43423461914062,-0.0662197275197732,rot180,0.43842676679340936
09f043831fe8ca932a0084038ff0145e5210ebaccc3ec291643d00fe59940dee,train_01767.png,55.03,train_07072.png,231.04,176.01,0.0,24.992141723632812,0.6617948658007072,24.744598388671875,0.6709294974567376,24.992141723632812,0.6617948658007066,24.744598388671875,0.6709294974567376,rot180,0.8949425938448978
0a0209cdc46be733c2ee918bc5e80d7dc5b4af8341368310c911f102803972a4,train_04325.png,349.75,train_03271.png,272.52,77.23000000000002,0.0,79.08856201171875,0.12927628123841645,78.85475158691406,0.1324236836165134,79.08856201171875,0.1292762812384162,78.85475158691406,0.13242368361651308,vflip,0.29931900516639465
0a0534b446e6c646b3ca2789e85d3334327c8c95620b9c70c309691d01a50881,train_07372.png,139.67,train_01313.png,158.81,19.140000000000015,0.0,20.571762084960938,0.7330892937071145,20.170852661132812,0.7399809531330327,20.571762084960938,0.7330892937071128,20.170852661132812,0.739980953133033,identity,0.7330892937071145
0a808d2ce6ea2eae84719010e953a158879521bcf2af07a2c0e1228d6198d83f,train_05894.png,31.82,train_06205.png,316.2,75.62,0.0,48.557098388671875,0.27847229326558365,48.504547119140625,0.27907707812519417,48.557098388671875,0.27847229326558365,48.504547119140625,0.27907707812519417,hflip,0.8294296436619192
0a9257913dfbfb9f5bdad6a02e12bf16db1e897760fdf9be55aea183ace12d15,train_02816.png,287.44,train_04049.png,115.09,172.35,0.0,84.87844848632812,-0.21943860092408277,83.05789184570312,-0.19417917151675715,84.87844848632812,-0.21943860092408277,83.05789184570312,-0.19417917151675715,rot180,0.7926690262443776
0a989dbe91e187a84ee312d21ad6036a5cb37c144dbba4cc731d3fb830cc72c7,train_03167.png,358.43,train_03719.png,9.37,10.939999999999998,0.0,22.926620483398438,0.7467643037512157,23.66754150390625,0.7326701181562082,22.926620483398438,0.7467643037512157,23.66754150390625,0.7326701181562082,identity,0.7467643037512157
0aadfaac2858dd2ee9d6fd21c1116972e52854bac0c0575c424a6ae55d6a8651,train_00207.png,179.63,train_02492.png,38.52,141.10999999999999,0.0,55.48828125,0.09768160514225697,55.04750061035156,0.11197141629493369,55.48828125,0.09768160514225674,55.04750061035156,0.11197141629493346,vflip,0.41474866648488373
0afd541cd451d9107e098519aa885791fc08d7cfde91d37a4e4c9ce23d93143e,train_00170.png,327.23,train_04515.png,177.92,149.31000000000003,0.0,38.742462158203125,0.1586655755467586,37.945037841796875,0.1895660067591524,38.742462158203125,0.1586655755467586,37.945037841796875,0.1895660067591524,rot180,0.5245332547377909
0b570b0855ff45b3d91661032933a3f53ef96f7a0e3929ffc6f4bd3b6d388ca3,train_04402.png,274.93,train_05245.png,100.8,174.13,0.0,49.42060852050781,0.10430563589599194,49.45689392089844,0.1376922028111985,49.42060852050781,0.10430563589599212,49.45689392089844,0.1376922028111989,rot180,0.8033774685001733
0b64c7518b5aaaa16f2bbfce06817733c05bd06f67586d100bad21696c5681d7,train_05372.png,277.53,train_07335.png,162.39,115.13999999999999,0.0,39.47868347167969,0.2787746313530469,39.291229248046875,0.2866508205685592,39.47868347167969,0.27877463135304653,39.291229248046875,0.2866508205685592,vflip,0.6184570630717041
0b6f56825c7fb324855f3951bc287b884daaba5eaabbfd5e214c9eae98c4b1b7,train_06625.png,344.92,train_01369.png,245.45,99.47000000000003,0.0,39.82374572753906,0.48960413135817343,40.35127258300781,0.48004079402240907,39.82374572753906,0.4896041313581728,40.35127258300781,0.4800407940224089,identity,0.48960413135817343
0b9ad7b28047a6589978b1103a57accd6cbaaf52e22c92b7f746e7ec02a46e87,train_00156.png,305.45,train_04832.png,20.17,74.72000000000003,0.0,29.499954223632812,-0.011442205618938776,28.613082885742188,-0.0030082919378592505,29.499954223632812,-0.011442205618938746,28.613082885742188,-0.0030082919378592505,vflip,0.09640132524484955
0c1483a4beb636f264ea93e556c75056a0d799bcb47e900594127b0885df1b65,train_07547.png,312.14,train_06153.png,17.05,64.91000000000003,0.0,30.799407958984375,0.5259462267744289,30.640609741210938,0.5303413955048539,30.799407958984375,0.5259462267744285,30.640609741210938,0.5303413955048539,rot180,0.5289105900545197
0c3f340b022eb207dbd4493c00927bc44bc0f2729d16dc6b5a711a3095212ecd,train_00990.png,328.24,train_01779.png,69.9,101.65999999999997,0.0,57.20611572265625,0.1479296427074091,56.17018127441406,0.17045267183568927,57.20611572265625,0.1479296427074091,56.17018127441406,0.17045267183568927,hflip,0.7218921319359642
0c40a466539e7fb2db40a3311e76afdaa46fa791d7ccf0dd2ba3a10935794863,train_03666.png,329.45,train_07613.png,284.35,45.099999999999966,0.0,30.680801391601562,0.5427211112544913,31.3333740234375,0.529916764988468,30.680801391601562,0.5427211112544925,31.3333740234375,0.5299167649884691,vflip,0.6176861964647427
0c959de5e2d3cdaf42ebcbedc159f4821be7e04488f8b3542736022964b66dcb,train_00996.png,292.64,train_06993.png,129.27,163.36999999999998,0.0,89.80018615722656,-0.39135651056928294,91.49601745605469,-0.402744137104834,89.80018615722656,-0.3913565105692833,91.49601745605469,-0.4027441371048338,rot180,0.6657357775787156
0d49c7578a3f71710b54e90e2db7dc51eceec1f4e671519c96155c9626b5cd5b,train_06303.png,326.2,train_01764.png,285.56,40.639999999999986,0.0,43.021484375,0.46724115281712375,43.15586853027344,0.4671852000566831,43.021484375,0.46724115281712375,43.15586853027344,0.46718520005668296,vflip,0.5479149143826206
0d89c5b8e7f00ff1fc681fbf8624e8a69f7a982faa59a0903cbe223a31693f51,train_00050.png,123.83,train_01017.png,219.41,95.58,0.0,44.35881042480469,0.1971135804554261,44.528076171875,0.19419057561613523,44.35881042480469,0.1971135804554261,44.528076171875,0.19419057561613523,vflip,0.36552977890077987
0d8aa5f0fdf88b218ae56bb6c45c758b23074ed9e0b33626d2068328ffb5ed12,train_04063.png,358.42,train_04458.png,212.4,146.02,0.0,44.54402160644531,0.2975372818615867,44.413299560546875,0.3040857116928553,44.54402160644531,0.2975372818615857,44.413299560546875,0.3040857116928553,rot180,0.42083347184104203
0dc60cc1c5eeddec8ff7537e58bac3e904bbf6e0599abf6f91300aaa08b9890a,train_07016.png,354.24,train_00904.png,244.62,109.62,0.0,62.46107482910156,0.07070494303351599,64.73593139648438,0.01276329625868252,62.46107482910156,0.07070494303351586,64.73593139648438,0.012763296258682496,rot180,0.24976988709067147
0e2d2e78a3951c28e2f9a5eecb7c4fcc669fe0d78960a5c72d8613dee2f91f0b,train_01806.png,312.88,train_02663.png,26.94,74.06,0.0,48.07981872558594,0.4574456880888327,48.1492919921875,0.4571680571736847,48.07981872558594,0.45744568808883296,48.1492919921875,0.4571680571736847,vflip,0.47356439632569797
0e48eecd1608b32543d4fd9ecb02241e3726c26d85394904ad9de9eec7f33ce3,train_01271.png,325.43,train_02855.png,293.12,32.31,0.0,30.6339111328125,0.6766658197709421,30.914764404296875,0.671845056027463,30.6339111328125,0.6766658197709442,30.914764404296875,0.671845056027463,identity,0.6766658197709421
0e8e2aabe0f1c78d1966bf875d5e7541882dd35d2519b29f610d849ce4373b7a,train_05796.png,291.17,train_00929.png,95.37,164.2,0.0,92.88546752929688,-0.5958217069183175,92.76461791992188,-0.5826216577001732,92.88546752929688,-0.5958217069183175,92.76461791992188,-0.5826216577001732,rot180,0.7370877720858315
0ea40950140fd45b6731716c823ef145f79520b7edf2331be1a096fc8ef41353,train_02193.png,327.88,train_03538.png,161.12,166.76,0.0,33.69047546386719,0.4966549712262611,33.47492980957031,0.5073527485470721,33.69047546386719,0.4966549712262601,33.47492980957031,0.507352748547072,rot180,0.7945511428549664
0f0d9b52ffa73eb80b363ed6ea66b1cf62b85273ba37cd8b6bfeb8b279466fd4,train_03036.png,350.31,train_02706.png,18.6,28.29000000000002,0.0,29.96917724609375,0.43600455531531523,30.160354614257812,0.43372560018717365,29.96917724609375,0.4360045553153138,30.160354614257812,0.43372560018717315,hflip,0.5882302756625966
0f6ef791ba18301ebcb17d097fe24ead64febf94f0176cd012d1a07c18ff72ea,train_00448.png,209.67,train_04614.png,236.24,26.57000000000002,0.0,20.41473388671875,0.6592344706719371,20.393692016601562,0.6601437251198622,20.41473388671875,0.6592344706719371,20.393692016601562,0.6601437251198622,identity,0.6592344706719371
0fb0aaa86500a6592247ae6808923f8a03e773533f6ab4a41f8e5b7ba7a1f90a,train_06682.png,291.43,train_03169.png,307.97,16.54000000000002,0.0,18.77227783203125,0.7880775915609455,18.901870727539062,0.7878447274924713,18.77227783203125,0.7880775915609455,18.901870727539062,0.7878447274924715,identity,0.7880775915609455
0fcc76da05c48d02675408811becb328bef3bb2dc9d906061321e5af14cb5bd7,train_03895.png,347.63,train_05106.png,72.0,84.37,0.0,54.65673828125,0.04444569067769829,53.189697265625,0.061276350031674656,54.65673828125,0.0444456906776983,53.189697265625,0.06127635003167452,vflip,0.552853400660399
0fedbc6a9f2924796ea163151192f89fb30d2389b68b576442540ea98a2ec07b,train_04157.png,303.18,train_05793.png,256.54,46.639999999999986,0.0,52.88066101074219,0.4660650034776289,53.863433837890625,0.45672036322983645,52.88066101074219,0.4660650034776275,53.863433837890625,0.45672036322983645,identity,0.4660650034776289
104259b1815d555ce6d53b323eed5264afc114ae97853e83fe57752de5db2a79,train_04544.png,351.98,train_02542.png,318.3,33.68000000000001,0.0,35.97932434082031,0.5732130274873799,34.92308044433594,0.5889100415899352,35.97932434082031,0.5732130274873805,34.92308044433594,0.5889100415899353,hflip,0.6273578723483129
109cac752788ced0a018b973429a50b5a1eeb9b192bfdb14f0b26da892a2460f,train_02962.png,281.48,train_07848.png,131.0,150.48000000000002,0.0,62.401885986328125,0.10439792470404753,62.32698059082031,0.11134060593007357,62.401885986328125,0.10439792470404743,62.32698059082031,0.11134060593007372,rot180,0.5847212697451221
10bb3c228331aafbba888c64223c5c437ce2086602776a72307837ef8db14dbf,train_05764.png,284.02,train_05782.png,162.48,121.53999999999999,0.0,23.842498779296875,0.31654587868151923,24.000900268554688,0.3086597438418074,23.842498779296875,0.31654587868151907,24.000900268554688,0.30865974384180744,vflip,0.8287556771934967
112c732b9b8208ab45889d784b6f6f5b0b87ab2af4a353c9f9b0d1c65b45769b,train_01274.png,355.17,train_01212.png,146.28,151.10999999999999,0.0,53.8109130859375,-0.029277923663941538,54.41278076171875,-0.04887599778218511,53.8109130859375,-0.029277923663941538,54.41278076171875,-0.04887599778218511,vflip,0.46883341254998356
1131880f06fbc9e28a89fecdbd506dbbc25e6bcba5acec665a51c28f40b1d25b,train_01325.png,359.01,train_07509.png,310.42,48.589999999999975,0.0,49.30397033691406,0.393246498492591,49.56892395019531,0.38747663888644673,49.30397033691406,0.39324649849259186,49.56892395019531,0.3874766388864468,identity,0.393246498492591
