image_id,hash,label,azimuth,fold
train_00045.png,7ef58c657a446e26fd77697687fe35c1cc097dc25e34e6c9842dbe91f16d9849,0,133.83,3
train_00046.png,d2bab1edb92e00d42466e3b388710be76e95cf1bc7770561bc4cf5811e0d68c8,0,282.61,3
train_00047.png,3a6c331866c38eb87bd21f8ea61b9088b0d35e25a1749ef9b00527ff541edebb,1,98.85,2
train_00048.png,e33c4382448e8100c887c060d3d6510c078320ce9e2e177e6af2718e3c0ea883,1,46.78,4
train_00049.png,67c3ea6ee8b7386cf62afe76a3b3ac2d62a11f11d2734f2750f98bdd6c3f2857,0,331.51,2
train_00050.png,0d89c5b8e7f00ff1fc681fbf8624e8a69f7a982faa59a0903cbe223a31693f51,0,123.83,1
train_00051.png,e151c12562f9c2d4706b96dbe76f5dc6f7d79e7d4fc1b1c7ae5d4b89f6baa0af,1,12.87,0
train_00052.png,3d60c234408fc83c292813a00935830d8b739ba0a2a83d6f8f1551425cd86d78,0,337.04,3
train_00053.png,1646c2b4e8cc6a0d48309542bf35bc73d52bbdb95a53bdf5152ef539f5ea2c0a,1,173.36,4
train_00054.png,ca382a860c894a98a7bc14f7fa870c3f1b3c82e3872c5cb5f65f400eec616924,0,272.23,4
train_00055.png,153db39ca2d87bd0f015ecb866426ee2fa3001b3fc761ba8b6c0b9bb3286f3b7,0,337.46,3
train_00056.png,b7774a978dab5ec01321e4c712cb47c36fc035a46b48a0c6d933079a9fb07fc9,1,100.94,1
train_00057.png,54094ba2bcf233310e6e978f15559bbb7d08960f5c30c2a78ee4bf9781f9d48f,1,241.67,3
train_00058.png,79f38869e5b6e86b9972f7eb3f63e9dd6b6b7236e4e9d06bbae67efe25672cc0,1,335.58,3
train_00059.png,d071b9c4cc16ed1e273c96673afe39ff81d12d095cb0b6f8f998477ce85ac8cd,0,301.06,3
train_00060.png,2d435630f4a3fc5f4cbe549e33c1920466c56961387c4813efd344074e4ccc66,1,324.35,2
train_00061.png,5902d38fa12d52801362b56ee4e20dc7989a9eede8ca4173bbc702ce9c0449bf,1,305.69,0
train_00062.png,bccfcb245974f4c099a191318dbdc703316917eb19b3ac67b8ff15a0683e8cd0,0,325.45,2
train_00063.png,aaab53844b01b52c15f1718e1b8e08fc7494aa7e8cfb2a1af71a01cb1b4fc38b,1,132.37,4
train_00064.png,69c0690d19fd056f2781fc5562692b1ce801cebda519884682b26c927b8618a1,1,70.21,0
train_00065.png,ed54a2d8dba51808ad3d4ea329ee6f91f774d467794f3799c183a2bf3c6a9f68,1,168.25,2
train_00066.png,bc94bbde1fcbfdbf28746b1cb902e51f20b37f1c2f21cd9955b107aed93e088b,0,348.43,0
train_00067.png,6961af327e3528e42a306c32928e6f0f68f5c3865a604ecb4ac280a2b5c18ff0,1,306.51,2
train_00068.png,2bae64758629cb1c19948f03c60f20f04ea8433fee587047d39fbc13a0a36d78,0,346.16,0
train_00069.png,b547237c38b1cb755d9f80ac0ab5ff00a953b68e6821d5fffe8366cf633fff9b,1,2.14,3
train_00070.png,8d22b96f0d139f3888e14ea10bdac15432be3c92091b645787e5f7e3eb4ae459,0,312.47,0
train_00071.png,8095a81c30dbd3f416e5ed9c8c2f5751782dd1095408811386c43a82bf627386,1,35.98,3
train_00072.png,f67416926528270b74b5b5d51a0ad4c83d34ef7d4797b6bac11c7db25d7ee46d,1,80.61,1
train_00073.png,83fb25c7421f664dc4d573353c8c98c0925ab1750bfdf5f325702a897c1358a5,1,168.74,0
train_00074.png,dbcab613245758bd07da224e3a60f717f4b233d809ff5708ec4dadc700c000cc,1,167.76,3
train_00075.png,591ef3c675f1f44a05b9451bdac13094cd4000caecd1c0e3a3212f2ce2d79b5d,0,356.48,0
train_00076.png,5d5fa3a08bc0f7cf5b87064ed04b983ffc253fade64014db71c90ed6b2773362,0,305.99,2
train_00077.png,d490f7bbafbeb0ca98265ce4c9280bdb8b6857d586ddfdd7396a9efe856b8ad0,1,271.92,2
train_00078.png,bd24299ed4a6859466ac0c99e7263ecf12aa5c6cf89a8bd09b2c05a9ea49f12a,0,280.1,0
train_00079.png,7f43abc1c09c1ae434aa920719cee2710be7e8556a05811881b62886a56e4d30,1,49.28,1
train_00080.png,d04824db1c7c3927a9b38a91716455fcbbda11aff0d537974a3a6013d7dcfc7d,1,195.93,2
train_00081.png,048c37320c4402462ab2995a7994770f83beeceebc71469f031e58f67d05807d,0,340.18,1
train_00082.png,c9ce6450ddfc9050935c60f782d612bbf38d2302bf302697b3d9b8fb5344c777,1,287.59,1
train_00083.png,5400f69250542b459f0626695a32e3b360ee3f9948e7e66874db7b92600e4ed1,1,356.37,3
train_00084.png,3549d3ab1d1d07a2f1cb952c9f34f463286f67c5a0c30508feca292f8b0a1ae1,1,183.38,4
train_00085.png,c4d1de4d67681043784f1f6474de158048efcb74815bb81b270f9e9d5d2b1aed,0,272.24,0
train_00086.png,eb7e541724a03ad97d225187b46497ee2323234c7166b85b8dedf3860840c86e,0,296.83,1
train_00087.png,f8797b8b7e665e288d5707df58e9891d901623033a0af71a04901809af20a977,1,312.75,4
train_00088.png,30f0497945f1c4cc60c84d9ba6ddf82ef8b74c3b2da72086d7a8a31cc538c888,0,316.56,4
train_00089.png,4fc4f4c0e36bc50dc8f34875391069aec61dcd2933dd7b18e32288b674000b33,1,60.82,3
train_00090.png,9361fe9b4d5644e5de1a549ca6fdae33c4cb9337f7c7632f2df9c1fa786ee293,1,98.57,3
train_00091.png,f7ca423c0ab86eae13531f59910dcf8295e602e9ccc6899f6b3a6dd533b8a01f,1,116.85,0
train_00092.png,b10515cf2e418e56a7d53263143f97424e6dbc19daa971a0e59740ffce425ff8,1,67.23,0
train_00093.png,a322f86290c204bd377f9dd2df1611d560aab10b136ad3ecd5acb18985049728,0,285.82,2
train_00094.png,2e7171ebb19bf396e9636f6349fe140f0812022c4402e32c673eea067767d7db,1,213.46,2
train_00095.png,12614b828a27614692d5d707a99ca088e31d3319d7631a563f78c32ca10707e9,1,20.46,4
train_00096.png,8b37e4f937fe31a6a352f45e243e852605364fd3e5e572afaca7e288fcc4aae9,0,167.16,1
train_00097.png,960345e312c4c966119f9e5139b1ef4c2ffa64dd194a8cd3dc17bdea348aa368,1,209.17,4
train_00098.png,ad00816309557b098f9a9459b50360aa45e5b3db4ce70b943d6446d3dc09b989,1,23.82,2
train_00099.png,2e591245bf2822973329c009f60a22e3c29dd9985dfe8d6202ae7225cddc6980,0,319.61,0
train_00100.png,4841543f153ddff2ba248bd32e114c342f359c2a176733c5be240528634da7fb,0,321.88,0
train_00101.png,da4ddc33a44c1a92a58658952ac8daf62213886e9568b9e11de09aa22a956362,0,355.42,1
train_00102.png,d9bee7ec84d69330513dc2d5c95ce7d1da35ea6552b797a21682c1b8a15be938,0,324.53,0
train_00103.png,d07f4525841bba1631019de6a796e43c883ca36e16ca33f16b50067462f3f765,0,250.42,1
train_00104.png,c82bbc01f1995da677620cc77d4aabbf78c2417b86cd779be07bb17e6b8d9e10,0,170.92,0
train_00105.png,f6b56199c60baaf4bb8232f903d254d1de622162c9b8b2f3b8328c2a99eaf941,1,15.56,2
train_00106.png,b19253b9af0000a36b737e153312b7b31bbfac2f4148aace908901b7f714a93e,0,277.6,2
train_00107.png,e81a2d4827d13ab4058b99a8fb9b026f3d2d765231439533bd9ea531c8dc51ad,1,24.64,3
train_00108.png,255efc664013ed12930559be5f480960c8f0b39cd40afc8433100c934e82c9d8,0,271.23,3
train_00109.png,ac1283cd57da92772bbf5b848f6c0bd2c75e8ad0fef6a939bcbc3040c6e344a1,0,327.58,4
train_00110.png,f03c49c866aff939139d35b946889f0c2ef8a8d2ea45dcb2a9e6a26259c9f0ec,1,182.36,0
train_00111.png,9b5b8cf813ef42ffdd17919316ff04a4e5fa6c074db7ddd9a397f050b3d78132,1,36.57,2
train_00112.png,257f30f19bfab6f43953a092e47182cc91c16b5bcc5b268b10afbdec722047c1,1,9.98,0
train_00113.png,368015b144fc75d0c14228d81c0f3dce242678de195f1f967442a078d261e22d,1,265.42,3
train_00114.png,2ba9bdff0ff84a1dc3644ca8f8afd8c218411d3c0816134d5ffc00d57f10ae63,0,359.15,4
train_00115.png,5f48355806e377045caa941f6d6e3a04cad0235545b0734cf497b7656a837f1b,0,290.41,3
train_00116.png,0d0f99f5885bd1b4c6ec85245e9547319087bc65c83f0526e16a4e93fd39ef3f,1,292.25,4
train_00117.png,eaaac28ceff37b358090df91848d229e910fd0025beca2d3b50f45ab0f531816,0,317.7,1
train_00118.png,eeef71bfbb831e28449f550d9a5dbbf80d83305479ed5afdb2321dac2fc0d036,1,27.52,3
train_00119.png,2810a43f0c7430123209fe329dff7f5f9f0018833e643058712c2462914da13f,0,274.61,2
train_00120.png,d7be7f5ff6d6de2ef1bfc0de6d458a709332fecfb8f71ea05b81ce1c57b36958,0,300.77,1
train_00121.png,77867fe721e46baaface2d310645c23407ae485748848b5b3bc18a1b22c3735a,1,345.36,3
train_00122.png,450378f6d0cd9ed97d32a0f59f39d898b0933ffdc11f6e4c053b1de84207cb70,1,200.83,1
train_00123.png,7e66d24d4dc9464bacf17fb060d0477c5082f7ca01aaffe819deeff526c9dd4a,0,302.08,4
train_00124.png,1c9ae77e010a2a2bdc8630a89d6a96fdd6d739d311ad633696c2c26b217fd185,1,215.05,1
train_00125.png,ac8eadf83945abc0f09d075dcab012b842d509459d9d3feb22d5a281acd4fc5f,0,346.97,2
train_00126.png,1fb0513f37c888a2e259b7d9155e76b94e0e34a8a5a3f83367637bf38ec3bd7d,1,272.05,0
train_00127.png,5bf77dfe70a3121322264359e3c03324449de341b8c01c2867f6e8a8555542a6,1,348.88,0
train_00128.png,cb964b9689ce3aa8eb967c13aba8a2452e235aa5331f113e06014ee99e96a83e,1,343.01,4
train_00129.png,2cd87ab9022def87e9cd0754f03abc6ae13000292f789430d6974fa8f250a183,0,351.31,0
train_00130.png,52c28d31daa6babac6f53de2f654157bac9a8a2652b23665653d96e624ea3cb4,0,346.34,0
train_00131.png,4801423faca1f5b579267e87f37817a936dc6a53b19be124a913befe9d4dac11,0,273.97,2
train_00132.png,22627d7f047d9c9c11e7e6aaa0d81c5cf29fce08ec9d6f429c83279dcfbb967e,0,332.88,3
train_00133.png,6f1dc22aa521f7ffc3ccb27029d185f9c6c0fc0dc6ea884a498145a0b88c4417,0,309.12,1
train_00134.png,1d7736e818aec4d607252d066bd7f5b63bd34f3a23927873edc59c99b9706398,0,271.19,3
train_00135.png,b59ebf03f004848618e3ecf8b179e0735993edc7f119e4d98d36264f5e809117,0,271.64,2
train_00136.png,2b963b6d30ae42acde2b30b27e74bd8a2804515ee57b1098085c64abb95d38aa,1,164.85,4
train_00137.png,525c077acd8b34ad9238558b8065336c1de25b4d992cec394808b5e293013922,0,313.44,4
train_00138.png,69ec2a76392695bdaef0ccf0cc80e2b04a40e352733236ddfc0f052dd3d0a0f2,0,320.09,1
train_00139.png,735caf32efee27ab233f75bd183c3318a1302d4e90736dfedaf99ef3aa01def1,1,274.57,3
train_00140.png,76d259531b223339a9c16407ff9985d5c6b9028c97538339dbaa6f3669df2f5e,1,86.26,2
train_00141.png,b4ad51baa2220c41687ea92725fdf39ba89742811bbf6802b1ba379b7cf5042c,0,293.27,4
train_00142.png,be85929775e2bcb1f5dc51a91529fd12dfdd487f0581f836b29fa51668e1ae9a,1,35.0,0
train_00143.png,3fe8cd08d7d2addd48fd7dd040b3ba63131c32a80222726b6f5292b29679453e,1,346.35,4
train_00144.png,ff70dc226ebdbca990b771a8afffb1ec4fa4881d6273b2f3f1480a054735460e,0,335.75,3
train_00145.png,a161c050f97c4297a8c5df6b7accda983a3bb1ea0d8eb3deadf867b77581f7ea,0,337.02,1
train_00146.png,912c3dd829d02b7dd1f1d441229dabf31e583009c1ba5ca9043edfb9d8d63f70,1,314.64,3
train_00147.png,e9926ce028f73a2d939237bfc7f7b7596f1f073c8b16a58e01a3fc1e564d0183,1,203.46,3
train_00148.png,84faf3026c8aa4581a9c96c42479f49caaec6542e397c3b14d9d6a50217e47ad,1,212.16,0
train_00149.png,baa67d36d908d9aefdc2e2f069ffac399bbf9184794a8d00095eb69805351b2e,1,10.39,2
train_00150.png,19a9fa339d46bfd05184242ead88fca17d9e33eb2cdd167b0b2597ad61dac6b0,0,82.8,2
train_00151.png,fb72651972a8720d2c6727e3e6142b98c4c99a134a996ea3001645107e36a702,1,358.56,4
train_00152.png,90b77f28db7d7498e8b53f65199260b113d85adea804a2e6650c7d84ae03e77a,0,289.95,3
train_00153.png,55aebe66cddb39468a8f2a965d0834881f0ec91d4a187c3a9fdbb4b7e0dbaf5e,1,329.45,0
train_00154.png,1ad62d070c3a1ef2d190754c3ef4f80f46c994eea4967a6b3dc6fd3a984e151b,1,195.37,1
train_00155.png,60cdd5b7464e97d1330d69aa95c6e2023cd133c8856278b14f3cdf34d04d171e,1,51.59,1
train_00156.png,0b9ad7b28047a6589978b1103a57accd6cbaaf52e22c92b7f746e7ec02a46e87,0,305.45,3
train_00157.png,e09bf532bca1a005106763cc9f604e79ffc363c45a16b5f4d85c24243a68c52f,0,345.19,2
train_00158.png,e86d2cfbfab4a26c302fd0ff75079224f90f7b3fa467549baabd538ee278437a,1,293.06,0
train_00159.png,cd978ce2230cfb3319daad1dbbc2c14e5266bf930cb3a3fbdc3ee4bcd633443e,1,23.35,1
train_00160.png,23932156a86d5c42b249d56d987d099ae5075e5c3de1fd252846959fed32f12f,1,82.83,1
train_00161.png,bb860d9d586e593a5c22e9cb7318952fa2fee1ec916a32ad46ecd1f60888847f,1,263.65,0
train_00162.png,293af3698211b2684d9a1fbc431f7231beb781575e1c1392e947118eb8b8f8a0,1,309.93,3
train_00163.png,c186b8eb63b6ec98ffc984d23c83c62f6c31c56d4c00a0ec1f28d5066081f78d,0,327.34,0
train_00164.png,9bfc55b8fb3bbeef2f7e5b359ca2944df846ac71c92411e0bbd7d0b01225e5d2,1,81.77,3
train_00165.png,6abfbfd2d43d2500c91c84742916594e2dc13ab6d75840f3b6685c3fbe365052,0,279.32,1
train_00166.png,43f5d1010fbf472fc009bb649c1638852654cf99688532553b2a2583dff27655,1,137.35,0
train_00167.png,57a893401131fb3da536710b2799c120ec2183fbe2104c904c127ecce9c31821,1,185.05,3
train_00168.png,27b3587c0f414ce6fad8ef0e9351240953b6f29692583707b8e8f89a88671a7e,1,251.73,3
train_00169.png,47f5e144c78c00c25f476825ddcc914e3e1682cf7dbc270384185f804c17204a,1,180.36,0
train_00170.png,0afd541cd451d9107e098519aa885791fc08d7cfde91d37a4e4c9ce23d93143e,0,327.23,2
train_00171.png,e1bf8c1201ccb6d55213f3a878024ed4f0b1bd2a6c5d8e5515896b6f0debd203,1,221.8,1
train_00172.png,2b5d2d361c2e0217c80fa10ef8c8a52d6ff8cb8337fea648fbf02e5d59591ab8,1,209.23,2
train_00173.png,d3ff0ffa79bd117c79cb9bf7f15c385e56be394124951b8a3dfc60857bb25a60,1,31.49,1
train_00174.png,812413c830124ed846827991e0db5dd43e254cba53a8df1ba51383a05a0ce682,1,94.61,2
train_00175.png,a9b359b03cf9c701c3b9419169e905e2cd3a655b8ae49572d2b2ca197719b9fb,0,292.97,3
train_00176.png,552a47acc34d8f6ed2a8daeda16d9c876e3a6ff74e4035174ef7dc8f12f89487,0,274.78,3
train_00177.png,b3f7adbb6276647133369ff3ac8f2030e3ab6ab58795a07c4721b2f13bf19a99,0,299.88,2
train_00178.png,1ee30dbb9f3517f3d6c4e6fc776cd04e72f148b00f0869aece51067442055de6,1,64.33,3
train_00179.png,5676af02508bb7c9e5926d94a86ffc1c9d26911b9e74bc61d5bd343e56bbea83,1,134.37,3
train_00180.png,2727d3e29f2bb662f5c1c7d5fa550c65de6e29ec035ccd33fc8418a240129b7a,0,357.11,0
train_00181.png,66320d86245ca74aa523bd3de170edf9b152cc4c23eebf7be8fffcd88846f5cb,1,85.95,4
train_00182.png,d16ead631bf56795bdab588d2edb10f5f155bbb91a78ccfb539d031d46610b08,0,348.2,0
train_00183.png,b6e7e14a101fda9a59fe045a63cf953fc3e60d39fa2eac7a94629ab0c30c5231,0,329.24,3
train_00184.png,853ddbdbeedf67914b8a9dbfe341d0275c0ca2824dee3c99fa78b42f927ec3e5,1,322.39,4
train_00185.png,e09bf532bca1a005106763cc9f604e79ffc363c45a16b5f4d85c24243a68c52f,1,88.18,2
train_00186.png,59aedf7c72f193e2c4ec68e8bf5d3252f28f7da0b445a0a7a2696ee0c9b4fc67,0,358.99,0
train_00187.png,7a75f606f5bf6598230cdde6237906244182dc26886deb96e64e9246e63969dc,1,163.39,0
train_00188.png,643e7a20139930e716cf8079a1216a1ad0d7ac2d92799d943394cb4ec1b9b5ac,1,330.41,0
train_00189.png,a24aa60f8e85ea3cc1ff1dd54bdf6a6cf42a3259a4c837ded3bb414c6a4dcd32,0,337.49,4
train_00190.png,b59fd9bf0377c2d627a68e59b2bb2fed5cc043a3882c974ed5ca2cf72fef0ade,1,46.51,1
train_00191.png,6cd52316818f6094325f80f768fe612a8730f34f154eec4fffc4a8a048ea54ab,0,342.8,1
train_00192.png,80136b0876f9f9109843550e405cfeaf2531518d2024ea731b8e457fdfcf0d2d,1,345.13,4
train_00193.png,1e3f6c36c562392382b9663eb72a4b9ae17d45eb0a1f583c6ef616eb1c4111b6,1,335.05,1
train_00194.png,d1060ac5d31c4458910146ae519b068f724f504aded5256448810ffc48acfc13,1,69.31,0
train_00195.png,5882a5c585ddbe62ddd5f203ae25fcc25bda7a6fd4c2061dae61dd64c3b5c019,1,340.33,4
train_00196.png,44e5b6dc6e044739433a073d53578db1065082c79161a1632913ee70de804317,1,18.13,0
train_00197.png,c1542101207e841e387ef94cb10534b9cecd5124f08d01e1178e943ec5862fc3,0,307.97,2
train_00198.png,e651557107459501234bb793351dac7a253f636953e36c90e4a17c3ce3ffa2d1,0,350.78,4
train_00199.png,a9cc321f58f2ae4ca93a7caf350baf207e70c0229965620594fcba97853f49ec,0,129.77,4
train_00200.png,3bf6ff1fa7b4691e88d00fc73f821b6ba0089b92af1992d220f3bdb90c672939,1,144.05,1
train_00201.png,179e1b93d4bb4b483c9ba3c01863086e12bedab2da869255e1eb37763b243ffc,1,284.38,0
train_00202.png,81995af0d3a9960fa75022018f824cc6d62b198234bec15d4164f1a32cf92422,1,177.05,2
train_00203.png,7e57e4728414d6bd5fa0306b3c8809c1037586b70a30b81451c1ed587d849ed4,1,189.04,3
train_00204.png,bf8eb8a5e7e4e007480704d9426363a07ba78e0f5bc4d7e62ce50a80a6fceb35,1,261.27,0
train_00205.png,c92d09ce5e840d47d3454c3483ddc68007c410daadd021f60f32c211c1e1abc9,1,172.53,4
train_00206.png,4fdd8028c9ff403b1c826de851a28c7dffac8646d8a278102ebdf02f8a80a654,1,54.96,4
train_00207.png,0aadfaac2858dd2ee9d6fd21c1116972e52854bac0c0575c424a6ae55d6a8651,0,179.63,0
train_00208.png,4993ce48e86a65b128e27ad3e7dd16a7d979e449936ef4256b3835fabda3bac1,0,277.64,1
train_00209.png,4b3718cda81ba3d7acfcb3fac8ff9b52ee674b27b4fcfaaafbf836ebb56f01ff,1,301.22,3
train_00210.png,bfa92f24ece9f0a08e5ef5085d674ef6b8e6003678721a91dac814ab3c398261,1,79.66,0
train_00211.png,ca060a46f94245c084d52086b3d52d9a32f420bf1c145a6e9354a14a2635adee,1,284.55,0
train_00212.png,af5a034c5574f6c5734dc495f29d3dc95c7b43d326eeab0952bad3c5ee7414d1,1,340.67,4
train_00213.png,7935169baee71b503a3b16be47e5159b31828588dfacfa58faef534e467a8e98,0,327.89,2
train_00214.png,44c14c60f9fd89d55034bbeb2739fdfcee81b0048c12cebbebb30b6f7abc98cc,1,173.86,4
train_00215.png,628832d55b3ec79d18268d945268cbc4029d144eea161fe988d3b1bf4cc5900c,1,145.32,2
train_00216.png,c98fb1956de4d70d5148e20dabd6289b5d33e750755864e857dc7cea497f3301,0,327.25,4
train_00217.png,0f2392c2d0cfada105dae57b1adfb1de9336c9fcacc7cae795b4b955732b5d24,1,157.72,1
train_00218.png,1266071ad315eed25dabed7863c188aa7af0b59271b62dde3f298b98364a5865,1,78.18,2
train_00219.png,79a79425f46ed074a96708cd3b3cf082a54c76e7143b3614c19c2c0a98e70a35,1,187.11,2
train_00220.png,c86e8aada953881846d76ee8164464a316a2cdd4978085849952b777e9975a22,1,148.7,0
train_00221.png,aae0bf2480d4c3d8f6149e6450a8ee4359182c8ae5fcc64962e1a6436b4c9fbc,1,293.6,2
train_00222.png,32bbd9c23ae5eae33b6a0afd1666d9a65cbfa8a5c6cc9e251dde66ea48030cf1,1,90.79,1
train_00223.png,a4841a112fb2777057c729e5c6f7147f6620d59f0c1f284fc6e62d0e8a421e39,1,118.29,2
train_00224.png,82ac9e2c28beb707c0f813cd3d0080f54246d056b6630942cbce2adfc503e0b1,1,32.78,0
train_00225.png,7e613c2184c288ae73981ac5c792c9d97a25bf874f94c92a33c291b949c68e36,1,346.74,1
train_00226.png,04bbf26ee374871955471eb56d7f43f86f110010da425358dc168647506bc69b,1,82.79,0
train_00227.png,e3b9023212a1fe08da1d51c19b5ee062cc527f29c2026a465058b1ebdb79b7c3,1,84.19,3
train_00228.png,7693dfeb745e5da7e73b50ae8544e79fe3864e2ced41bcce243ad769341d9a20,1,208.88,3
train_00229.png,784210f820a261d4d5439165317d2c2e5ac5500668ed983fe5b8878f7731fe7b,1,115.07,2
train_00230.png,a3775374c7749029709a9c36987ba934b824326d9cf501d28b4ee66940e85631,0,323.8,2
train_00231.png,7d7f130cb15eae2054abf0462d61dd26b5158eb9fef7121c32f5396ff3d18f01,0,315.77,2
train_00232.png,0ebc8054c82b794bcb518e0c734477d6e80e0833974d06e124192e911d223519,1,155.91,0
train_00233.png,0bba911e91a81e93a6746d6a08e0964b7dad33020931b5e6a09ba73f0129c00a,1,282.41,0
train_00234.png,0a17a5c03eb85db0769d2a9853e3ee74c58270ec945a452b9dd9152da4e13895,1,15.24,2
train_00235.png,11eec725b07f59ed8da2c6a1cb2ae0fe625f17af61cc8ac03f4ac0cf459c6bc4,0,309.0,4
train_00236.png,b1f094c1418d4ebb203482bceaebabc236f75db0cd01867c7dab68fdfcad9a58,0,302.04,4
train_00237.png,66642f32d925b19af8213c6fa22a741f83410f61f4b67ecd5838038b788b3350,0,45.59,0
train_00238.png,d916a1d6d1c842cabd338a11632aafb51ce5c1562c1c896cc8ed07322b8a91ef,0,305.87,0
train_00239.png,74d342c091067c2b39fbce255e6c2e013cec729c79b59307ce0416c7146f00f0,0,296.89,1
train_00240.png,69c25fe1c44f3c3c2bba75dfa502d4187b4172e7e2b92508dd4914fe59b2297f,1,201.14,2
